loss,mae,val_loss,val_mae
2.2308602333068848,1.1808282136917114,1.2027524709701538,0.9085697531700134
1.3492286205291748,0.9399144649505615,1.2686316967010498,0.9440104365348816
1.2503970861434937,0.9076622128486633,1.2795175313949585,0.9545580148696899
1.2308638095855713,0.8982710838317871,1.1914935111999512,0.9122607707977295
1.1855823993682861,0.8830434083938599,1.1729015111923218,0.9064350128173828
1.1537370681762695,0.8725393414497375,1.19883131980896,0.9185303449630737
1.1357096433639526,0.8647249937057495,1.3047749996185303,0.9650619029998779
1.1015443801879883,0.8516547083854675,1.1295312643051147,0.884721040725708
1.0997437238693237,0.8508902192115784,1.1411265134811401,0.8935765624046326
1.082736849784851,0.8453094959259033,1.2548054456710815,0.9486470818519592
1.073594570159912,0.8398342728614807,1.1584606170654297,0.9032775163650513
1.069894790649414,0.8383743166923523,1.1298435926437378,0.8888670206069946
1.0620640516281128,0.8340407013893127,1.1335055828094482,0.8898854851722717
1.0564295053482056,0.8317626118659973,1.1083391904830933,0.8711362481117249
1.049536943435669,0.8304377198219299,1.1174533367156982,0.8788158297538757
1.0441242456436157,0.8269662857055664,1.1194796562194824,0.8810880184173584
1.0412819385528564,0.8256855010986328,1.1561403274536133,0.9024483561515808
1.0342010259628296,0.8211666345596313,1.1823786497116089,0.9176976084709167
1.0340832471847534,0.8204678297042847,1.0974713563919067,0.8660148978233337
1.0302430391311646,0.8185369372367859,1.1432024240493774,0.8974882960319519
1.0317617654800415,0.8187575340270996,1.104852557182312,0.8711705207824707
1.0235426425933838,0.817430317401886,1.0787620544433594,0.8411157131195068
1.030256748199463,0.8180668354034424,1.140352487564087,0.8943089842796326
1.0179991722106934,0.8128038644790649,1.1546508073806763,0.9020381569862366
1.023858666419983,0.820116400718689,1.1243714094161987,0.8811686038970947
1.0142203569412231,0.8126806616783142,1.0896894931793213,0.856869637966156
1.0193402767181396,0.8168212175369263,1.0938879251480103,0.8579232096672058
1.0187275409698486,0.8140624165534973,1.0865641832351685,0.8502246141433716
1.007869839668274,0.809937059879303,1.0904903411865234,0.8544489145278931
1.0108822584152222,0.8106426000595093,1.0779662132263184,0.8445088863372803
1.0076199769973755,0.8096153140068054,1.0857775211334229,0.8509982228279114
1.0009849071502686,0.8066798448562622,1.1011979579925537,0.8662031292915344
0.996310293674469,0.8046591281890869,1.0850077867507935,0.8513709306716919
0.9949044585227966,0.8055552244186401,1.120766520500183,0.8803696036338806
0.9871591329574585,0.7995313405990601,1.0921424627304077,0.8587358593940735
0.9946475625038147,0.8040435910224915,1.1382670402526855,0.889319658279419
0.9764686226844788,0.796899139881134,1.1265326738357544,0.8785182237625122
0.9863888025283813,0.7996742129325867,1.0984824895858765,0.8572362661361694
0.9921576976776123,0.803371787071228,1.1122885942459106,0.8684353232383728
0.9861752986907959,0.8009452819824219,1.127524495124817,0.8803458213806152
0.974898099899292,0.7957903146743774,1.0958179235458374,0.8594030737876892
0.9730070233345032,0.7939770221710205,1.1258314847946167,0.8796922564506531
0.9742977023124695,0.7948736548423767,1.1377366781234741,0.8863286375999451
0.970119833946228,0.7939346432685852,1.1146849393844604,0.8686290979385376
0.973922610282898,0.7952099442481995,1.1134779453277588,0.8707454800605774
0.9702320694923401,0.7926093935966492,1.112099051475525,0.8658922910690308
0.9687163233757019,0.7898070812225342,1.1331394910812378,0.8832697868347168
0.9681696891784668,0.7925240993499756,1.1143258810043335,0.8671253323554993
0.9573787450790405,0.787689208984375,1.1394363641738892,0.8865976333618164
0.9640376567840576,0.7917616367340088,1.1187000274658203,0.8744287490844727
