loss,mae,val_loss,val_mae
2.752481460571289,1.2875510454177856,1.2012035846710205,0.8900962471961975
1.4847640991210938,0.9738538265228271,1.1366655826568604,0.8606507778167725
1.356012225151062,0.9271910786628723,1.0254321098327637,0.7720173001289368
1.2696222066879272,0.8932106494903564,1.3787891864776611,1.0181028842926025
1.2256113290786743,0.8757128715515137,1.1190614700317383,0.8814877271652222
1.1598801612854004,0.8491135835647583,1.0582517385482788,0.8389694094657898
1.121842861175537,0.8302204012870789,1.1031773090362549,0.8767521381378174
1.1011427640914917,0.8254826068878174,1.0471763610839844,0.8362522721290588
1.0700472593307495,0.8061079382896423,0.9913021922111511,0.7838004231452942
1.0485923290252686,0.7929137945175171,0.9843300580978394,0.7723737359046936
1.0302648544311523,0.7905417680740356,1.0038906335830688,0.8034487962722778
1.0290497541427612,0.7838094234466553,0.9686844944953918,0.7613341212272644
1.0178310871124268,0.7775170803070068,0.9715678691864014,0.7729300856590271
0.9988220930099487,0.7648968696594238,0.9813835024833679,0.7836061120033264
0.9926873445510864,0.7622856497764587,0.9713724255561829,0.7708604335784912
0.9935466647148132,0.7631087303161621,0.9432730674743652,0.7296540141105652
0.9870122671127319,0.7561692595481873,0.976992666721344,0.780951738357544
0.9789336323738098,0.7515201568603516,0.9456909894943237,0.7384549379348755
0.9785650372505188,0.7483882308006287,0.9630215167999268,0.7681589722633362
0.9783592820167542,0.7488417625427246,0.9404458403587341,0.7265353202819824
0.9754552841186523,0.74666827917099,0.9628174304962158,0.7687512040138245
0.9764015078544617,0.745386004447937,0.9419798254966736,0.7369857430458069
0.9691593050956726,0.7400351166725159,0.9507949352264404,0.7511767148971558
0.9669007062911987,0.741128146648407,0.9890022873878479,0.8007143139839172
0.9687103033065796,0.7478030323982239,0.9408884048461914,0.7373066544532776
0.9734325408935547,0.7461785078048706,0.950579047203064,0.7526352405548096
0.9598826169967651,0.7400404810905457,0.9514013528823853,0.7556781768798828
0.9578226804733276,0.7397276759147644,0.9317182302474976,0.7119625806808472
0.9573776125907898,0.7386935353279114,0.9667873382568359,0.7649688124656677
0.9595268964767456,0.7436599731445312,0.9431286454200745,0.7268797159194946
0.959492564201355,0.7399046421051025,0.9294993877410889,0.7129707336425781
0.9500918388366699,0.7396737933158875,0.9387233853340149,0.7446798086166382
0.9530842900276184,0.7406454682350159,0.9343274831771851,0.7278370261192322
0.9510021209716797,0.7377582788467407,0.9346133470535278,0.7351494431495667
0.9456119537353516,0.7358619570732117,0.9387451410293579,0.7318423390388489
0.9441745281219482,0.7361987233161926,0.9293859601020813,0.7334994077682495
0.9456599354743958,0.7387001514434814,0.9253318309783936,0.7146007418632507
0.9457933902740479,0.7383896708488464,0.9287391304969788,0.7185371518135071
0.9335679411888123,0.7306439280509949,0.9338276386260986,0.7223240733146667
0.9270159602165222,0.7300993204116821,0.9328128695487976,0.7245568633079529
0.9233257174491882,0.7312600016593933,0.9531555771827698,0.7574478387832642
0.9298601150512695,0.7321689128875732,0.9314947724342346,0.7224509716033936
0.9322892427444458,0.7320201396942139,0.9332743883132935,0.7289790511131287
0.9329193830490112,0.7330057621002197,0.937843918800354,0.7269192934036255
0.9238331317901611,0.7315260171890259,0.9442910552024841,0.7403831481933594
0.9199599027633667,0.7319168448448181,0.9370667934417725,0.7225366830825806
0.9180833101272583,0.7294464707374573,0.9464604258537292,0.7313870787620544
0.9174936413764954,0.7268431186676025,0.9642508029937744,0.7635319232940674
0.9117557406425476,0.7271426916122437,0.9465720653533936,0.7352755665779114
0.9103100299835205,0.724897027015686,0.9419746994972229,0.7332061529159546
0.909278154373169,0.7267010807991028,0.9586027264595032,0.7452659606933594
0.9074824452400208,0.7229568958282471,0.9567018151283264,0.7517894506454468
0.9110398292541504,0.7266697287559509,0.9575108289718628,0.7495362758636475
0.9059253334999084,0.7251633405685425,0.9537469744682312,0.7326105833053589
0.9098019003868103,0.7283387780189514,0.9569475054740906,0.73870450258255
0.9069574475288391,0.7248249053955078,0.9442688226699829,0.7283123135566711
0.9095508456230164,0.7269108295440674,0.9470438361167908,0.7354253530502319
