timeDuration,nMovements,movementsDifficulty,robotSpeech,acrobaticMovements,movementsRepetition,movementsTransitionsDuration,humanMovements,balance,speed,bodyPartsCombination,musicBPM,sameStartEndPositionPlace,headMovement,armsMovement,handsMovement,legsMovement,feetMovement,musicGenre_electronic,musicGenre_folk,musicGenre_indie,musicGenre_latin,musicGenre_pop,musicGenre_rap,musicGenre_rock
108.0,19.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,141.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
127.0,19.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,90.0,0.0,3.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,13.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,145.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118.0,22.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,118.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,19.0,3.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,92.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120.0,19.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,122.0,0.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
128.0,20.0,2.0,0.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,90.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155.0,18.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,144.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113.0,21.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,121.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,12.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,136.0,1.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100.0,17.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,156.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
144.0,20.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,120.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
115.0,21.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,98.0,0.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
98.0,19.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,116.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120.0,18.0,3.0,0.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,107.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
122.0,12.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,103.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90.0,19.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,155.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,14.0,3.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,149.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
