,timeDuration,nMovements,movementsDifficulty,robotSpeech,acrobaticMovements,movementsRepetition,movementsTransitionsDuration,humanMovements,balance,speed,bodyPartsCombination,musicBPM,sameStartEndPositionPlace,headMovement,armsMovement,handsMovement,legsMovement,feetMovement,musicGenre_electronic,musicGenre_folk,musicGenre_indie,musicGenre_latin,musicGenre_pop,musicGenre_rap,musicGenre_rock
timeDuration,1.0,,0.005206681084403086,,,,-1.0,-0.033501260508640406,0.033501260508640406,0.02963694829829247,,,0.043863446330651264,0.06423211571437587,-0.033501260508640406,,0.03533326266687867,-0.06423211571437587,0.05122146998354646,,-0.07337801947819728,,-0.043863446330651264,,
nMovements,,,,,,,,,,,,,,,,,,,,,,,,,
movementsDifficulty,0.005206681084403086,,1.0,,,,-0.005206681084403086,-0.062166987216020916,0.062166987216020916,-0.7027283689263065,,,0.10881021427404328,0.022833915895325428,-0.7770873402002615,,-0.01655721273400946,-0.022833915895325428,-0.05306941097826292,,0.050607894722772974,,-0.10881021427404328,,
robotSpeech,,,,,,,,,,,,,,,,,,,,,,,,,
acrobaticMovements,,,,,,,,,,,,,,,,,,,,,,,,,
movementsRepetition,,,,,,,,,,,,,,,,,,,,,,,,,
movementsTransitionsDuration,-1.0,,-0.005206681084403086,,,,1.0,0.033501260508640406,-0.033501260508640406,-0.02963694829829247,,,-0.043863446330651264,-0.06423211571437587,0.033501260508640406,,-0.03533326266687867,0.06423211571437587,-0.05122146998354646,,0.07337801947819728,,0.043863446330651264,,
humanMovements,-0.033501260508640406,,-0.062166987216020916,,,,0.033501260508640406,1.0,-1.0,0.09829463743659808,,,-0.2182178902359924,-0.007345994045354331,0.0,,-0.20241421116518782,0.007345994045354331,0.23783535600422526,,-0.17522449809737073,,0.2182178902359924,,
balance,0.033501260508640406,,0.062166987216020916,,,,-0.033501260508640406,-1.0,1.0,-0.09829463743659808,,,0.2182178902359924,0.007345994045354331,0.0,,0.20241421116518782,-0.007345994045354331,-0.23783535600422526,,0.17522449809737073,,-0.2182178902359924,,
speed,0.02963694829829247,,-0.7027283689263065,,,,-0.02963694829829247,0.09829463743659808,-0.09829463743659808,1.0,,,-0.028152663528840677,0.05523849432941271,0.09829463743659808,,0.014136796064721653,-0.05523849432941271,0.11271506828161927,,-0.11303006210009672,,0.028152663528840677,,
bodyPartsCombination,,,,,,,,,,,,,,,,,,,,,,,,,
musicBPM,,,,,,,,,,,,,,,,,,,,,,,,,
sameStartEndPositionPlace,0.043863446330651264,,0.10881021427404328,,,,-0.043863446330651264,-0.2182178902359924,0.2182178902359924,-0.028152663528840677,,,1.0,0.20198144260518655,-0.1272937693043289,,0.02092282205411839,-0.20198144260518655,-0.09731236802019037,,0.09559280073117225,,-1.0,,
headMovement,0.06423211571437587,,0.022833915895325428,,,,-0.06423211571437587,-0.007345994045354331,0.007345994045354331,0.05523849432941271,,,0.20198144260518655,1.0,-0.08080593449889764,,0.05705129405514301,-1.0,-0.05615797850298535,,0.04505193418682204,,-0.20198144260518655,,
armsMovement,-0.033501260508640406,,-0.7770873402002615,,,,0.033501260508640406,0.0,0.0,0.09829463743659808,,,-0.1272937693043289,-0.08080593449889764,1.0,,0.010653379535009885,0.08080593449889764,-0.025482359571881278,,0.02920408301622845,,0.1272937693043289,,
handsMovement,,,,,,,,,,,,,,,,,,,,,,,,,
legsMovement,0.03533326266687867,,-0.01655721273400946,,,,-0.03533326266687867,-0.20241421116518782,0.20241421116518782,0.014136796064721653,,,0.02092282205411839,0.05705129405514301,0.010653379535009885,,1.0,-0.05705129405514301,-0.43164246426728076,,0.07933615598767359,,-0.02092282205411839,,
feetMovement,-0.06423211571437587,,-0.022833915895325428,,,,0.06423211571437587,0.007345994045354331,-0.007345994045354331,-0.05523849432941271,,,-0.20198144260518655,-1.0,0.08080593449889764,,-0.05705129405514301,1.0,0.05615797850298535,,-0.04505193418682204,,0.20198144260518655,,
musicGenre_electronic,0.05122146998354646,,-0.05306941097826292,,,,-0.05122146998354646,0.23783535600422526,-0.23783535600422526,0.11271506828161927,,,-0.09731236802019037,-0.05615797850298535,-0.025482359571881278,,-0.43164246426728076,0.05615797850298535,1.0,,-0.9302361804832557,,0.09731236802019037,,
musicGenre_folk,,,,,,,,,,,,,,,,,,,,,,,,,
musicGenre_indie,-0.07337801947819728,,0.050607894722772974,,,,0.07337801947819728,-0.17522449809737073,0.17522449809737073,-0.11303006210009672,,,0.09559280073117225,0.04505193418682204,0.02920408301622845,,0.07933615598767359,-0.04505193418682204,-0.9302361804832557,,1.0,,-0.09559280073117225,,
musicGenre_latin,,,,,,,,,,,,,,,,,,,,,,,,,
musicGenre_pop,-0.043863446330651264,,-0.10881021427404328,,,,0.043863446330651264,0.2182178902359924,-0.2182178902359924,0.028152663528840677,,,-1.0,-0.20198144260518655,0.1272937693043289,,-0.02092282205411839,0.20198144260518655,0.09731236802019037,,-0.09559280073117225,,1.0,,
musicGenre_rap,,,,,,,,,,,,,,,,,,,,,,,,,
musicGenre_rock,,,,,,,,,,,,,,,,,,,,,,,,,
