,timeDuration,nMovements,movementsDifficulty,robotSpeech,acrobaticMovements,movementsRepetition,movementsTransitionsDuration,humanMovements,balance,speed,bodyPartsCombination,musicBPM,sameStartEndPositionPlace,headMovement,armsMovement,handsMovement,legsMovement,feetMovement,musicGenre_electronic,musicGenre_folk,musicGenre_indie,musicGenre_latin,musicGenre_pop,musicGenre_rap,musicGenre_rock
timeDuration,,,,,,,,,,,,,,,,,,,,,,,,,
nMovements,,,,,,,,,,,,,,,,,,,,,,,,,
movementsDifficulty,,,,,,,,,,,,,,,,,,,,,,,,,
handsMovement,,,,0.09067151284472046,-0.09079815934601237,-0.030927835051546393,,-0.2210039602889158,,0.05530639088956956,0.0035648351768239627,,0.23332181939273106,0.06425436724631065,0.09591295054343382,1.0,,-1.0,-0.019184759847910404,0.030927835051546393,-0.09036320254496559,0.0074857460253646745,,,-0.06425436724631065
legsMovement,,,,,,,,,,,,,,,,,,,,,,,,,
feetMovement,,,,-0.09067151284472046,0.09079815934601237,0.030927835051546393,,0.2210039602889158,,-0.05530639088956956,-0.0035648351768239627,,-0.23332181939273106,-0.06425436724631065,-0.09591295054343382,-1.0,,1.0,0.019184759847910404,-0.030927835051546393,0.09036320254496559,-0.0074857460253646745,,,0.06425436724631065
musicGenre_electronic,,,,-0.010043606327401814,0.15552426874488948,-0.13309427144487843,,0.03552109033959351,,0.034306954415097346,0.27426114901440646,,0.0018828974110105029,-0.06934500918542283,-0.10712443148836209,-0.019184759847910404,,0.019184759847910404,1.0,0.13309427144487843,-0.001956848463806246,-0.849047153133222,,,0.06934500918542283
musicGenre_folk,,,,0.34109759593966266,-0.038161545232382015,0.030927835051546393,,-0.09822398235062925,,-0.05530639088956956,-0.0035648351768239627,,0.18426441121272094,-0.06425436724631065,0.03463523214068444,0.030927835051546393,,-0.030927835051546393,0.13309427144487843,1.0,-0.41739193556484105,-0.11228619038047012,,,0.06425436724631065
musicGenre_indie,,,,-0.9965997005003892,0.11149824860082415,-0.09036320254496559,,-0.003699572234411866,,0.07865809710778845,0.023886291721689604,,-0.14840226564721043,0.1877347829940221,-0.06074496054141202,-0.09036320254496559,,0.09036320254496559,-0.001956848463806246,-0.41739193556484105,1.0,0.03019150073337919,,,-0.1877347829940221
musicGenre_latin,,,,-0.02105029603474038,-0.15998496487552982,0.01604088434006716,,-0.056293545575943904,,0.0031872167294086876,-0.7009479549139138,,-0.06360474236659244,0.11950810397929962,0.1275481192378419,0.0074857460253646745,,-0.0074857460253646745,-0.849047153133222,-0.11228619038047012,0.03019150073337919,1.0,,,-0.11950810397929962
musicGenre_pop,,,,,,,,,,,,,,,,,,,,,,,,,
musicGenre_rap,,,,,,,,,,,,,,,,,,,,,,,,,
musicGenre_rock,,,,0.1883753154850048,0.08182597256331232,0.08517439379162109,,-0.00915246215181014,,-0.0632407610876215,0.08939052494285882,,0.028095818413671182,-1.0,-0.0938397741717272,-0.06425436724631065,,0.06425436724631065,0.06934500918542283,0.06425436724631065,-0.1877347829940221,-0.11950810397929962,,,1.0
