,timeDuration,nMovements,movementsDifficulty,robotSpeech,acrobaticMovements,movementsRepetition,movementsTransitionsDuration,humanMovements,balance,speed,bodyPartsCombination,musicBPM,sameStartEndPositionPlace,headMovement,armsMovement,handsMovement,legsMovement,feetMovement,musicGenre_electronic,musicGenre_folk,musicGenre_indie,musicGenre_latin,musicGenre_pop,musicGenre_rap,musicGenre_rock
bodyPartsCombination,-0.033501260508640406,,,0.007352448273666206,-0.0828851264768599,0.06756436976494667,,,0.03880093646698927,0.24909649144269785,1.0,0.033501260508640406,-0.07053456158585983,-0.2518027181329747,0.011290698919070913,0.07053456158585983,-1.0,,,-0.03707137829340586,-0.060664739409441205,0.11338355717496791,0.07965973403870066,-0.11338355717496791,
musicBPM,-1.0,,,-0.01950824977139768,0.14831752728413009,-0.06850618861904635,,,-0.12868814777542148,0.1344910974643215,0.033501260508640406,1.0,0.021266970502955673,-0.11519105341223408,-0.02746114208598164,-0.021266970502955673,-0.033501260508640406,,,-0.0901646916577388,0.00194711785766906,0.026860765467512676,0.05148541051704183,-0.026860765467512676,
sameStartEndPositionPlace,-0.021266970502955673,,,0.09075530022400762,0.009789096655312505,-0.08986603748939967,,,0.07642007358027844,-0.16058082195067966,-0.07053456158585983,0.021266970502955673,1.0,0.1212633543885575,0.05017222339004032,-1.0,0.07053456158585983,,,-0.0026148134153089427,-0.09275682762041056,-0.15080923621748224,0.053162155632716264,0.15080923621748224,
headMovement,0.11519105341223408,,,-0.0843744304199257,-0.16458346258416687,0.12143383241270202,,,0.11550531169773702,-0.8564957501576829,-0.2518027181329747,-0.11519105341223408,0.1212633543885575,1.0,-0.00946287389966189,-0.1212633543885575,0.2518027181329747,,,0.041585971864604394,0.1741728321491416,-0.09572433346766024,-0.16149729810964886,0.09572433346766024,
armsMovement,0.02746114208598164,,,-0.05906756556042173,-0.5375301227402846,-0.44874480897854546,,,0.07129505337486368,0.01564847166714732,0.011290698919070913,-0.02746114208598164,0.05017222339004032,-0.00946287389966189,1.0,-0.05017222339004032,-0.011290698919070913,,,-0.016080096830701187,0.062228236229960626,-0.04677227633513748,-0.03924316564762281,0.04677227633513748,
handsMovement,0.021266970502955673,,,-0.09075530022400762,-0.009789096655312505,0.08986603748939967,,,-0.07642007358027844,0.16058082195067966,0.07053456158585983,-0.021266970502955673,-1.0,-0.1212633543885575,-0.05017222339004032,1.0,-0.07053456158585983,,,0.0026148134153089427,0.09275682762041056,0.15080923621748224,-0.053162155632716264,-0.15080923621748224,
legsMovement,0.033501260508640406,,,-0.007352448273666206,0.0828851264768599,-0.06756436976494667,,,-0.03880093646698927,-0.24909649144269785,-1.0,-0.033501260508640406,0.07053456158585983,0.2518027181329747,-0.011290698919070913,-0.07053456158585983,1.0,,,0.03707137829340586,0.060664739409441205,-0.11338355717496791,-0.07965973403870066,0.11338355717496791,
feetMovement,,,,,,,,,,,,,,,,,,,,,,,,,
musicGenre_electronic,,,,,,,,,,,,,,,,,,,,,,,,,
musicGenre_folk,0.0901646916577388,,,-0.7915298964391015,-0.030478344507812574,0.1132022582120331,,,-0.05571935261286669,-0.062009735796723295,-0.03707137829340586,-0.0901646916577388,-0.0026148134153089427,0.041585971864604394,-0.016080096830701187,0.0026148134153089427,0.03707137829340586,,,1.0,0.013609989326615104,-0.08421581211785799,-0.03863104067455763,0.08421581211785799,
musicGenre_indie,-0.00194711785766906,,,-0.22977517533181455,0.06560924330646949,-0.12119506906820764,,,-0.046652463512125125,-0.20874781400603154,-0.060664739409441205,0.00194711785766906,-0.09275682762041056,0.1741728321491416,0.062228236229960626,0.09275682762041056,0.060664739409441205,,,0.013609989326615104,1.0,0.01843612932964016,-0.9414093865989503,-0.01843612932964016,
musicGenre_latin,-0.026860765467512676,,,-0.027510342394036474,0.14875313385585123,-0.05378506917353521,,,-0.017948053501498782,0.048769206657176635,0.11338355717496791,0.026860765467512676,-0.15080923621748224,-0.09572433346766024,-0.04677227633513748,0.15080923621748224,-0.11338355717496791,,,-0.08421581211785799,0.01843612932964016,1.0,0.051177787138453286,-1.0,
musicGenre_pop,-0.05148541051704183,,,0.0597083571083602,-0.08909940753812369,0.1000946859313852,,,0.07115773241131196,0.20616800211126898,0.07965973403870066,0.05148541051704183,0.053162155632716264,-0.16149729810964886,-0.03924316564762281,-0.053162155632716264,-0.07965973403870066,,,-0.03863104067455763,-0.9414093865989503,0.051177787138453286,1.0,-0.051177787138453286,
musicGenre_rap,0.026860765467512676,,,0.027510342394036474,-0.14875313385585123,0.05378506917353521,,,0.017948053501498782,-0.048769206657176635,-0.11338355717496791,-0.026860765467512676,0.15080923621748224,0.09572433346766024,0.04677227633513748,-0.15080923621748224,0.11338355717496791,,,0.08421581211785799,-0.01843612932964016,-1.0,-0.051177787138453286,1.0,
musicGenre_rock,,,,,,,,,,,,,,,,,,,,,,,,,
