timeDuration,nMovements,movementsDifficulty,robotSpeech,acrobaticMovements,movementsRepetition,movementsTransitionsDuration,humanMovements,balance,speed,bodyPartsCombination,musicBPM,sameStartEndPositionPlace,headMovement,armsMovement,handsMovement,legsMovement,feetMovement,musicGenre_electronic,musicGenre_folk,musicGenre_indie,musicGenre_latin,musicGenre_pop,musicGenre_rap,musicGenre_rock,EvaluationChoreographyStoryTelling,EvaluationChoreographyRhythm,EvaluationChoreographyMovementTechnique,EvaluationPublicInvolvement,EvaluationChoreographySpace,EvaluationChoreographyHumanCharacterization,EvaluationHumanReproducibility
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,3,4,5,2,4,5,5
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,3,5,5,3,5,5,5
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,3,4,4,3,3,4,5
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,4,5,5,3,5,4,5
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,4,3,4,4,3,3,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,2,4,4,3,4,4,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,2,2,2,2,3,4,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,4,4,5,4,5,4,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,3,2,4,2,4,2,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,4,4,4,4,3,4,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,4,3,3,3,4,3,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,5,4,4,2,4,4,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,5,4,5,5,4,5,5
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,1,4,4,1,4,4,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,5,5,1,5,5,4,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,3,3,3,3,3,3,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,3,4,5,4,4,4,5
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,5,5,5,5,3,3,4
128,15,1,0,1,3,1,3,3,2,3,118,1,3,3,2,3,1,0,0,0,0,1,0,0,4,4,3,4,3,4,4
138,21,1,1,3,1,1,3,2,3,3,126,1,1,2,1,3,2,0,1,0,0,0,0,0,2,2,2,1,2,2,3
109,19,2,1,2,2,2,2,2,3,1,113,0,2,3,2,2,1,0,0,1,0,0,0,0,3,3,3,3,3,3,2
105,21,3,1,1,3,2,3,2,3,3,129,1,2,3,1,2,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1
98,20,3,0,1,1,1,2,3,1,3,129,0,2,1,1,2,2,0,0,1,0,0,0,0,1,2,2,2,2,2,2
131,18,3,1,1,1,2,1,2,1,1,120,0,1,2,1,1,3,0,0,1,0,0,0,0,1,1,1,1,1,1,3
117,20,2,0,3,1,2,3,2,3,1,135,1,1,3,1,1,1,0,0,1,0,0,0,0,1,2,1,1,2,1,3
144,21,3,0,1,2,1,1,2,2,3,126,0,1,2,3,2,2,0,0,0,0,0,0,0,1,1,1,1,2,1,4
105,21,1,0,3,2,2,1,3,3,1,121,0,3,1,1,1,2,0,0,0,1,0,0,0,2,3,4,2,3,4,4
106,20,1,0,2,3,2,2,1,1,3,117,0,3,2,3,2,2,0,0,0,0,1,0,0,2,4,3,3,3,4,5
96,20,1,0,3,3,1,3,3,1,3,126,0,2,2,2,2,2,0,0,0,1,0,0,0,4,4,4,4,4,5,5
132,21,1,1,2,3,2,1,3,3,3,136,0,3,2,1,1,3,0,0,0,0,0,0,0,3,3,3,1,4,4,5
111,19,3,0,1,2,2,1,3,2,3,123,0,1,3,2,2,2,0,0,0,1,0,0,0,4,4,4,4,4,5,5
145,18,2,1,1,2,1,1,3,2,3,116,0,1,2,1,1,1,0,0,0,0,0,0,1,4,4,3,3,2,3,3
115,23,1,0,2,1,2,1,1,3,2,126,0,3,3,3,1,3,0,0,0,0,0,1,0,4,4,4,4,3,4,3
103,20,3,1,2,1,2,1,3,1,3,116,0,1,3,1,2,2,0,0,0,0,0,0,1,4,4,4,3,3,3,3
125,19,1,1,1,1,1,3,1,2,2,93,0,1,1,2,3,3,0,1,0,0,0,0,0,3,4,2,2,2,2,3
142,20,3,1,3,2,2,1,2,2,2,89,1,1,1,2,3,3,0,0,0,0,0,0,1,3,4,4,4,3,3,3
116,22,1,0,2,2,2,3,1,3,3,80,1,3,3,2,3,1,0,0,1,0,0,0,0,5,5,4,5,3,4,4
139,21,1,1,1,1,1,1,1,3,1,121,0,2,2,3,3,2,0,0,1,0,0,0,0,2,2,3,1,3,2,4
122,20,2,1,1,1,2,1,2,2,3,119,1,1,2,1,3,1,0,1,0,0,0,0,0,2,2,3,2,3,4,4
102,19,3,1,3,3,2,1,2,3,3,128,1,1,1,3,3,1,1,0,0,0,0,0,0,2,2,3,2,3,2,3
137,19,3,1,2,1,1,1,2,3,1,88,1,2,1,3,3,1,0,0,0,0,0,0,1,3,2,3,2,3,2,2
138,22,2,0,3,3,2,2,1,1,1,92,0,3,3,3,1,1,0,0,0,0,0,0,1,2,3,3,2,3,3,4
120,22,2,1,3,1,2,2,2,3,2,99,1,3,3,1,1,2,1,0,0,0,0,0,0,3,2,3,2,3,3,2
135,22,1,0,3,3,1,3,3,3,3,111,1,1,2,3,3,2,1,0,0,0,0,0,0,1,2,2,2,1,4,5
105,20,1,0,3,2,2,3,1,1,1,122,1,3,1,1,2,1,0,0,0,0,0,0,1,2,2,4,3,2,4,5
104,19,3,1,3,3,2,3,3,2,1,111,0,3,1,3,1,3,0,0,0,0,0,0,0,2,2,4,2,2,4,4
135,19,1,0,3,2,1,1,1,3,2,90,1,2,2,3,2,3,0,0,0,0,0,0,1,2,4,4,4,2,4,4
137,21,2,1,2,2,2,3,1,1,1,97,0,1,1,3,3,2,0,0,0,0,0,0,0,2,4,4,3,2,4,4
114,22,2,0,1,1,2,2,3,2,2,91,0,3,3,1,2,1,0,0,0,0,1,0,0,1,3,3,2,2,4,4
141,21,1,0,3,3,1,3,1,2,1,130,0,3,2,2,2,3,1,0,0,0,0,0,0,1,1,1,1,1,2,4
115,20,1,0,3,3,2,2,2,3,2,130,1,3,1,3,3,1,0,0,0,0,0,0,0,1,1,1,1,2,4,5
112,20,2,0,3,2,2,3,1,1,1,110,0,3,3,3,3,3,0,0,0,0,0,0,1,1,1,2,1,2,4,4
124,19,1,0,1,2,1,3,3,2,2,96,0,1,2,1,1,3,1,0,0,0,0,0,0,1,2,2,1,1,4,4
134,22,1,1,2,3,2,1,3,1,3,86,1,2,3,2,3,2,0,0,0,0,0,1,0,1,2,2,1,2,4,4
106,20,1,0,1,3,2,1,1,2,1,94,0,3,1,1,2,3,0,0,0,0,0,1,0,1,2,3,1,3,4,4
143,21,1,0,2,3,1,3,1,1,1,119,1,2,3,1,3,3,0,0,0,1,0,0,0,2,4,3,2,1,2,4
119,22,3,0,1,3,2,3,2,2,1,129,0,1,3,2,3,3,0,0,0,0,0,0,1,3,3,3,3,1,3,3
113,22,3,0,1,1,2,2,3,1,3,130,0,3,3,1,2,2,0,0,0,0,0,0,0,3,3,2,2,1,2,4
120,17,3,0,1,3,1,1,2,2,2,82,1,1,2,1,2,3,0,1,0,0,0,0,0,3,4,3,2,1,2,4
138,18,1,0,1,3,2,1,1,3,3,84,1,3,1,3,1,3,0,0,0,0,0,0,1,3,3,3,2,1,2,4
114,20,2,1,3,3,2,2,1,3,1,81,0,1,3,1,2,2,0,0,1,0,0,0,0,3,4,2,2,1,3,4
148,21,3,0,2,1,1,3,3,2,1,115,1,1,3,3,2,1,0,1,0,0,0,0,0,3,2,2,2,2,2,4
117,22,3,0,2,3,2,1,2,2,2,130,1,2,1,1,3,3,1,0,0,0,0,0,0,3,2,2,2,3,2,4
103,19,1,1,1,2,2,1,3,3,1,115,1,2,1,1,3,2,1,0,0,0,0,0,0,2,1,2,2,1,2,4
122,18,3,0,2,1,1,2,3,1,3,93,1,2,2,3,1,2,0,0,0,0,0,1,0,2,1,2,2,2,2,4
138,19,3,0,2,2,2,1,3,2,1,91,1,3,2,3,3,1,0,0,0,1,0,0,0,3,3,2,2,3,3,4
111,18,2,0,1,2,2,2,2,1,2,87,0,1,3,3,3,1,0,1,0,0,0,0,0,3,3,2,2,2,2,4
148,21,1,0,2,3,1,1,3,1,1,130,1,3,2,2,2,1,1,0,0,0,0,0,0,2,3,3,2,2,3,3
117,23,1,1,2,2,2,3,2,3,2,127,0,2,3,3,2,2,1,0,0,0,0,0,0,3,4,4,3,3,3,3
117,22,1,0,1,1,2,2,2,2,1,124,0,3,3,2,2,1,0,0,0,0,0,0,1,4,4,4,3,3,4,3
131,20,2,1,2,3,1,2,2,3,3,134,0,1,2,3,2,2,0,0,0,0,0,0,0,2,2,2,3,2,3,3
107,20,1,0,1,2,2,1,2,1,3,146,0,2,1,1,1,3,0,0,0,0,0,1,0,3,4,3,3,3,4,3
121,22,2,1,1,3,2,2,3,1,3,147,1,3,3,2,3,3,0,1,0,0,0,0,0,4,4,4,4,3,5,4
149,18,3,0,2,1,1,2,1,1,1,113,0,1,3,2,3,1,0,0,0,0,0,0,0,1,1,2,1,1,1,5
108,20,2,1,1,1,2,2,3,2,2,119,1,1,2,3,3,2,0,1,0,0,0,0,0,1,1,2,1,2,1,5
112,20,3,0,1,3,2,2,2,2,1,115,1,1,1,3,2,1,0,0,1,0,0,0,0,1,2,3,2,2,2,5
147,16,2,0,1,3,1,1,1,3,2,140,1,3,2,2,2,3,0,0,0,1,0,0,0,2,3,3,2,2,2,5
109,21,2,0,2,1,2,3,1,1,3,132,0,3,2,2,2,3,1,0,0,0,0,0,0,2,2,3,2,1,2,4
113,21,2,0,3,1,2,2,1,2,1,131,0,1,1,3,2,2,0,0,0,0,0,0,1,2,2,3,1,2,1,5
146,18,3,0,1,3,1,3,1,2,1,112,1,3,1,2,3,1,0,0,0,0,0,0,1,2,2,1,1,1,1,4
120,23,2,0,3,2,2,2,3,2,2,115,1,2,3,1,1,1,1,0,0,0,0,0,0,3,2,3,2,2,2,4
120,18,3,0,1,1,2,3,2,3,1,127,0,1,2,3,3,2,0,0,0,0,0,0,0,2,2,3,2,2,2,4
147,17,1,0,1,1,1,1,2,1,3,134,1,1,2,3,1,2,0,0,0,0,0,1,0,2,3,2,2,2,3,4
116,22,1,0,1,1,2,1,2,3,2,148,0,1,3,2,2,1,1,0,0,0,0,0,0,4,4,4,4,3,3,3
108,19,3,1,3,2,2,3,2,3,3,145,0,3,3,1,2,2,0,0,0,0,1,0,0,3,3,4,3,4,4,3
140,19,3,0,3,2,1,1,1,2,2,110,0,2,2,1,3,1,0,0,0,0,0,1,0,2,2,2,1,3,3,5
111,23,2,1,2,1,2,2,3,2,2,110,0,2,3,1,2,2,0,0,0,0,0,0,0,3,3,4,2,3,4,5
109,19,2,0,3,1,2,2,3,1,1,125,0,3,3,1,3,1,0,0,0,0,0,0,0,2,3,4,2,2,4,5
143,17,1,0,3,1,1,2,1,3,3,146,1,1,2,1,1,1,0,1,0,0,0,0,0,2,3,3,2,2,2,4
118,19,3,0,1,2,2,1,2,1,1,150,0,3,2,3,3,2,0,0,0,1,0,0,0,5,3,3,4,2,2,4
124,21,2,0,1,3,2,2,1,1,3,150,0,3,3,3,1,1,1,0,0,0,0,0,0,5,2,4,4,2,2,5
146,19,1,1,1,2,1,3,3,2,3,117,0,2,1,3,1,2,0,1,0,0,0,0,0,2,3,2,3,1,3,5
119,22,1,1,1,1,2,3,3,2,3,123,1,2,3,2,1,1,0,0,0,0,0,1,0,3,4,3,3,3,4,5
111,19,2,0,2,1,2,3,1,2,3,121,1,3,3,2,1,2,0,0,0,0,0,0,0,4,4,3,3,4,5,5
142,17,2,0,3,3,1,1,1,2,3,134,0,3,3,1,3,1,0,0,0,0,1,0,0,4,4,3,4,3,5,5
117,18,2,1,3,3,2,1,1,3,2,141,1,2,1,1,1,2,0,1,0,0,0,0,0,4,5,4,5,4,5,5
125,20,1,1,3,1,2,3,2,1,3,141,0,3,3,3,1,1,0,0,1,0,0,0,0,4,5,5,4,4,5,5
150,22,1,1,1,2,1,2,2,2,2,122,0,1,3,2,1,3,0,1,0,0,0,0,0,3,3,3,3,2,3,4
124,21,3,0,1,1,2,1,3,1,3,121,1,3,1,3,1,3,0,0,0,0,1,0,0,3,2,2,2,3,3,4
107,22,1,0,1,3,2,3,3,3,1,122,0,3,2,2,3,2,0,0,0,0,0,0,0,3,2,1,2,4,1,4
141,16,3,1,3,3,1,1,1,2,2,133,0,2,3,3,1,2,0,1,0,0,0,0,0,2,3,2,2,2,3,4
108,18,1,0,2,1,2,2,1,3,3,150,0,3,1,1,1,3,0,1,0,0,0,0,0,2,3,2,2,2,2,2
120,21,2,1,1,3,2,3,1,2,3,135,0,1,3,1,2,2,0,0,0,1,0,0,0,2,2,1,2,2,1,2
137,22,3,1,1,3,1,2,3,2,3,110,0,1,3,3,3,1,1,0,0,0,0,0,0,1,2,1,1,2,3,4
108,23,2,1,2,3,2,2,2,1,3,116,0,2,3,1,1,1,0,0,0,0,0,1,0,1,1,2,1,2,2,4
116,21,3,1,3,1,2,2,1,3,1,113,0,1,3,1,2,2,0,0,0,1,0,0,0,2,3,3,1,2,2,4
121,19,1,1,3,3,1,2,3,1,2,118,0,1,3,1,3,3,0,0,0,0,0,1,0,1,1,3,1,2,1,4
98,16,2,0,2,3,2,3,3,1,2,111,0,1,3,3,2,2,0,1,0,0,0,0,0,1,1,2,1,2,2,3
104,18,3,0,2,3,2,2,1,3,2,113,0,1,2,2,3,3,1,0,0,0,0,0,0,1,1,2,1,2,2,4
131,22,2,1,1,3,1,2,2,1,2,112,1,3,2,2,2,3,0,0,0,1,0,0,0,3,4,4,2,2,4,3
110,21,2,0,2,3,2,1,1,3,2,124,1,2,2,1,2,1,0,0,0,0,0,0,1,4,3,4,3,3,4,4
106,21,1,1,3,2,2,2,3,3,3,123,0,2,2,2,1,2,0,0,0,0,0,0,1,3,4,3,3,4,4,4
130,21,2,0,3,1,1,2,3,1,2,119,1,1,3,3,3,2,1,0,0,0,0,0,0,3,4,5,4,3,4,4
106,20,2,1,1,2,2,2,3,3,3,116,1,1,1,2,2,2,0,1,0,0,0,0,0,3,3,4,4,3,4,4
115,19,2,1,3,2,2,2,3,1,3,117,0,2,3,2,1,3,0,0,0,0,0,0,1,3,3,4,3,3,4,4
136,22,2,1,1,1,1,3,1,2,3,118,0,1,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,4
110,19,1,1,1,3,2,3,3,2,1,121,0,3,3,3,2,2,0,0,0,0,0,0,1,3,1,2,1,1,2,5
104,20,3,1,3,3,2,3,2,3,1,118,0,1,1,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,2,4
118,22,2,1,2,2,1,3,1,2,2,104,1,3,2,2,2,1,0,1,0,0,0,0,0,2,2,3,1,1,1,3
96,17,3,0,3,1,2,3,1,2,3,120,0,3,1,1,3,1,0,0,0,0,0,1,0,5,3,3,1,1,2,3
107,21,3,1,3,3,2,3,1,2,2,107,0,1,3,2,1,3,0,0,0,1,0,0,0,4,2,4,1,1,1,2
109,21,3,0,3,2,1,2,2,2,1,129,1,1,1,1,1,3,0,0,0,0,0,0,0,1,1,3,1,2,3,4
123,22,2,1,2,1,2,3,3,3,1,133,1,3,2,1,1,2,1,0,0,0,0,0,0,1,3,2,1,2,3,4
104,22,2,0,2,1,2,3,2,1,1,130,1,1,3,1,2,1,0,0,0,1,0,0,0,1,3,1,1,2,2,4
131,20,1,1,3,2,1,1,2,3,1,81,0,1,1,2,1,1,0,0,0,0,0,0,0,1,1,2,1,1,2,4
150,19,3,0,1,2,2,1,3,3,1,97,1,1,1,3,1,1,0,0,0,0,0,1,0,1,4,2,1,2,1,4
117,20,3,1,1,2,2,3,3,1,3,89,0,3,2,2,3,3,0,0,0,0,1,0,0,1,3,2,1,1,2,4
102,18,1,1,3,2,1,3,1,1,3,121,1,1,1,1,3,3,0,0,0,0,0,0,1,2,2,3,3,2,4,4
117,18,1,1,3,1,2,3,1,3,1,129,1,3,1,1,1,1,0,0,1,0,0,0,0,2,2,3,2,2,3,4
118,19,2,1,1,3,2,2,3,2,3,135,1,1,1,1,1,3,0,0,0,0,0,1,0,2,4,3,4,2,3,4
131,20,2,1,1,3,1,3,1,3,2,100,1,1,2,2,1,2,0,0,1,0,0,0,0,3,2,3,4,2,3,3
142,19,2,0,1,1,2,3,3,2,2,87,1,2,1,3,1,1,0,0,0,0,0,0,1,2,3,2,3,3,3,3
110,22,1,0,1,2,2,3,3,2,1,87,1,2,2,1,1,2,0,0,0,1,0,0,0,3,3,3,4,4,3,2
102,21,2,1,2,2,1,3,2,1,3,119,1,1,1,2,1,1,0,0,1,0,0,0,0,3,2,2,4,1,3,5
131,21,2,0,2,1,2,3,2,1,3,124,1,1,3,3,1,2,0,1,0,0,0,0,0,2,2,1,2,1,2,2
102,20,2,1,1,2,2,3,1,1,1,118,0,1,3,2,1,2,0,0,0,0,0,0,1,2,2,2,3,2,3,3
123,20,2,0,1,1,1,2,3,3,2,84,1,2,2,3,2,1,0,0,1,0,0,0,0,1,1,1,3,2,2,3
138,21,2,1,2,1,2,2,2,3,1,90,1,3,1,3,1,2,0,0,0,1,0,0,0,1,1,1,2,1,2,3
103,18,1,1,1,3,2,3,3,3,3,83,0,1,3,2,1,1,0,1,0,0,0,0,0,1,1,2,2,1,2,3
95,17,3,1,3,1,1,1,2,3,3,120,0,1,2,3,2,1,1,0,0,0,0,0,0,3,4,2,4,5,3,4
128,21,1,1,2,3,2,3,2,2,2,123,1,2,2,2,3,3,0,0,0,1,0,0,0,4,3,3,3,4,4,5
102,21,3,1,3,1,2,3,2,1,2,127,0,2,3,1,1,3,0,0,0,0,0,0,1,3,2,2,3,3,2,4
124,19,1,0,2,1,1,2,2,1,1,97,1,1,1,2,3,3,0,0,0,0,0,0,1,3,4,4,4,3,3,4
140,22,2,0,2,1,2,1,3,2,2,95,0,2,1,1,1,3,1,0,0,0,0,0,0,4,4,3,3,4,5,4
106,22,3,1,1,3,2,1,3,2,1,83,0,2,2,1,3,3,0,1,0,0,0,0,0,4,3,3,2,3,4,4
95,18,2,1,2,3,1,1,3,1,2,133,1,3,3,3,3,3,0,0,1,0,0,0,0,1,2,1,2,3,3,4
134,21,2,1,1,1,2,2,2,3,3,135,0,2,1,2,3,3,1,0,0,0,0,0,0,2,2,1,3,2,3,5
103,19,1,1,3,3,2,2,2,2,1,126,0,2,3,3,2,2,0,0,0,1,0,0,0,2,3,2,3,3,3,4
134,21,1,1,2,2,1,3,1,2,1,91,0,1,2,1,2,2,1,0,0,0,0,0,0,2,2,2,3,3,3,3
142,22,1,0,2,2,2,1,2,3,3,85,0,1,3,3,3,2,1,0,0,0,0,0,0,3,4,4,4,3,3,4
115,21,1,1,1,2,2,3,2,1,2,98,0,2,3,3,2,3,0,1,0,0,0,0,0,3,3,4,4,3,4,4
109,18,3,1,1,2,1,1,1,2,1,118,1,2,2,2,3,2,0,0,1,0,0,0,0,3,1,2,2,1,3,2
115,22,2,0,2,3,2,1,2,1,1,130,0,3,1,2,2,3,0,0,0,0,0,0,1,2,2,2,2,1,3,3
104,20,2,1,1,2,2,2,3,2,3,121,0,3,2,3,2,2,1,0,0,0,0,0,0,2,2,2,2,2,3,3
136,17,2,1,1,2,1,2,3,2,3,93,1,2,3,3,1,3,0,0,0,1,0,0,0,2,2,2,2,2,3,4
139,21,3,1,3,3,2,1,2,2,3,88,0,3,3,1,2,1,0,1,0,0,0,0,0,2,2,2,2,1,3,3
100,22,2,1,2,3,2,2,2,2,1,98,1,3,1,2,1,3,1,0,0,0,0,0,0,2,1,1,2,1,3,2
94,19,2,1,2,1,1,1,3,2,2,138,0,2,3,2,3,1,0,1,0,0,0,0,0,3,2,3,1,3,4,4
118,20,3,1,3,1,2,2,1,1,3,131,1,2,1,3,3,1,1,0,0,0,0,0,0,3,4,5,4,4,3,3
108,22,3,0,1,1,2,1,1,2,3,128,1,3,1,2,1,2,0,0,0,0,0,0,1,4,4,5,4,4,4,4
133,16,1,1,2,3,1,1,3,1,3,133,0,1,3,3,2,1,0,0,1,0,0,0,0,3,3,3,3,3,3,3
117,18,3,1,2,1,2,2,2,2,2,135,0,2,2,2,2,1,0,1,0,0,0,0,0,4,4,4,4,4,4,4
128,22,1,0,3,2,2,3,1,3,1,139,1,1,1,1,2,1,1,0,0,0,0,0,0,4,4,4,4,4,4,4
95,21,1,0,2,2,1,2,2,2,3,127,0,1,2,1,2,2,0,0,1,0,0,0,0,2,1,2,2,2,5,5
116,20,3,0,1,2,2,3,3,1,1,127,1,3,1,1,3,3,0,1,0,0,0,0,0,4,4,4,5,4,4,5
99,19,2,1,3,3,2,1,3,3,3,124,0,2,2,3,3,2,0,0,0,0,1,0,0,2,2,1,2,3,5,5
135,18,3,1,1,1,1,3,1,3,1,145,1,3,1,1,2,1,0,0,0,1,0,0,0,2,3,2,2,3,5,5
112,20,1,0,1,1,2,2,3,1,2,138,1,2,1,1,2,1,0,0,0,0,0,0,1,3,4,4,4,4,5,5
127,21,3,1,3,1,2,1,3,1,2,144,1,3,1,1,2,2,1,0,0,0,0,0,0,2,2,1,2,3,4,5
105,21,3,1,3,2,1,2,2,3,3,132,0,3,3,1,2,2,1,0,0,0,0,0,0,2,5,2,3,2,3,4
119,19,3,1,2,3,2,1,1,3,3,124,1,3,1,3,3,3,0,0,0,0,0,0,1,4,4,2,3,2,3,2
110,18,2,0,1,1,2,3,2,1,3,125,0,2,1,3,1,2,0,1,0,0,0,0,0,3,3,2,3,3,3,4
142,20,3,0,2,2,1,1,3,1,2,133,1,2,3,2,2,1,0,1,0,0,0,0,0,3,4,3,3,2,2,3
100,22,1,1,2,3,2,3,3,3,1,145,1,3,2,2,2,1,0,0,0,0,0,0,1,4,4,3,3,3,2,2
121,20,2,0,3,2,2,1,3,2,3,143,0,1,2,1,3,3,0,0,1,0,0,0,0,4,4,2,3,2,2,3
104,21,2,0,1,2,1,3,3,2,2,128,0,1,2,3,1,3,1,0,0,0,0,0,0,2,3,2,1,1,2,4
127,22,2,1,3,1,2,3,3,3,2,132,1,2,1,1,2,1,0,0,1,0,0,0,0,2,2,2,2,2,2,4
108,18,1,0,1,1,2,2,2,3,1,138,0,2,2,2,1,2,0,0,0,0,0,0,0,2,3,2,2,2,2,4
129,20,2,1,2,2,1,3,3,1,3,100,1,3,3,2,1,3,0,0,0,0,0,0,1,2,1,2,2,1,2,4
92,16,2,0,2,2,2,1,3,2,3,115,1,1,3,2,2,3,0,0,0,0,0,1,0,2,2,2,2,2,2,4
114,19,2,1,3,2,2,1,1,1,2,117,0,1,2,2,3,2,0,0,0,0,0,0,1,2,1,2,2,2,2,4
95,19,2,0,1,2,1,2,2,1,1,128,1,3,2,1,1,3,0,0,0,0,0,0,1,2,2,2,2,3,3,5
135,19,2,1,3,3,2,2,3,1,3,134,1,1,1,1,2,2,0,0,0,1,0,0,0,2,2,2,3,2,5,5
117,20,1,0,3,1,2,3,2,1,3,125,0,3,2,3,1,1,0,0,0,0,0,0,1,2,2,3,2,2,3,5
112,19,1,1,3,2,1,3,2,2,3,105,0,3,1,1,1,1,0,0,0,0,0,1,0,3,3,3,3,2,5,5
90,19,2,0,1,1,2,2,1,3,1,119,0,1,1,3,3,2,0,0,0,0,0,1,0,3,3,3,3,2,5,5
111,20,1,0,2,2,2,1,1,1,2,103,0,1,2,1,1,3,1,0,0,0,0,0,0,3,4,3,3,3,5,5
96,21,1,0,3,2,1,3,1,1,3,132,0,2,1,2,1,2,0,0,0,0,0,0,1,1,1,4,3,2,4,4
133,21,1,0,3,2,2,3,3,2,3,122,0,1,2,3,2,2,0,0,0,1,0,0,0,1,2,4,2,2,5,4
110,19,1,1,1,1,2,3,2,2,1,135,1,1,3,1,1,3,1,0,0,0,0,0,0,1,1,4,2,2,5,4
118,21,2,0,3,2,1,1,3,2,2,113,0,3,2,1,1,2,0,0,1,0,0,0,0,2,1,4,2,1,5,4
90,17,2,1,3,3,2,2,2,2,2,104,0,3,1,2,3,1,0,0,0,0,0,0,0,2,1,4,2,1,5,4
95,21,2,1,3,3,2,1,1,1,1,116,0,1,3,2,2,3,1,0,0,0,0,0,0,2,1,4,2,1,5,4
132,19,3,0,3,3,1,3,2,3,2,92,1,1,3,1,1,1,0,0,0,0,0,0,1,3,4,2,2,2,4,5
132,21,3,0,1,3,2,2,3,1,2,96,1,1,2,2,3,1,0,0,1,0,0,0,0,3,4,3,3,4,4,5
120,20,1,1,2,2,2,3,2,2,1,100,1,1,3,3,2,2,0,1,0,0,0,0,0,3,2,3,3,2,3,5
143,17,3,1,2,1,1,2,2,3,3,141,1,3,1,1,2,2,0,0,0,1,0,0,0,2,4,3,2,2,3,5
116,20,2,0,3,2,2,1,1,3,3,131,0,1,1,3,1,1,1,0,0,0,0,0,0,3,4,4,3,4,3,5
122,18,3,0,3,2,2,3,2,3,3,135,1,1,2,1,1,2,1,0,0,0,0,0,0,4,5,4,4,4,4,5
132,20,2,1,3,3,1,2,3,2,2,89,1,3,1,1,3,3,0,0,0,1,0,0,0,1,2,1,2,1,4,5
152,20,2,1,2,3,2,1,3,1,2,97,1,1,1,1,2,3,0,0,1,0,0,0,0,1,2,2,2,2,3,4
111,19,3,1,1,2,2,2,1,3,2,95,1,1,2,1,3,3,0,1,0,0,0,0,0,2,3,3,3,2,3,4
137,20,1,0,3,2,1,3,3,1,2,133,0,1,3,3,3,2,0,0,0,0,0,0,1,3,4,4,3,3,4,3
100,20,3,1,3,1,2,2,3,3,3,139,1,1,2,2,3,1,0,1,0,0,0,0,0,3,4,4,4,4,4,3
119,18,3,0,1,3,2,1,3,2,1,132,1,2,2,3,2,1,1,0,0,0,0,0,0,4,4,4,4,4,3,4
131,17,1,0,1,3,1,2,1,3,3,91,0,3,3,3,2,2,0,0,1,0,0,0,0,2,2,2,3,2,2,4
132,19,1,0,2,1,2,1,1,1,2,97,0,1,1,1,1,2,0,1,0,0,0,0,0,4,4,3,3,3,4,4
104,21,1,0,3,1,2,2,1,3,3,80,1,1,3,3,3,2,0,0,0,0,1,0,0,3,3,3,3,3,3,4
143,17,1,1,2,2,1,1,1,3,3,135,1,2,3,3,3,2,1,0,0,0,0,0,0,3,4,3,3,4,4,4
109,22,2,1,3,1,2,2,3,1,2,144,1,3,3,2,1,1,0,0,0,0,0,1,0,2,2,3,3,2,2,2
111,18,1,1,2,3,2,3,2,3,1,147,0,1,3,1,3,2,0,0,0,0,0,0,1,3,3,2,3,3,2,3
124,21,1,1,1,3,1,2,2,2,3,84,1,2,3,2,2,1,0,0,0,0,0,1,0,4,2,5,4,4,4,5
144,20,3,1,1,2,2,3,1,2,1,90,1,3,2,1,1,2,0,0,0,0,0,1,0,3,2,4,2,3,3,4
